x	pi	mw	tpm
XP_010938520.1	8.353	54.91456	56.4494
XP_010908714.1	10.719	18.75275	219.2772
XP_010913696.1	10.867	10.82154	147.6009
XP_010904915.1	4.855	11.9375	786.9173
XP_010913109.1	10.737	25.06283	100.7904
XP_010921549.1	11.215	11.99127	125.3743
XP_010939642.1	5.702	66.53137	151.6944
XP_010940091.2	6.029	34.01997	111.9651
XP_010907527.1	8.959	32.45808	114.7171
XP_010924496.1	9.599	23.28108	144.8514
XP_010920905.1	11.103	14.33458	95.53171
XP_010931087.1	11.373	14.49861	17571.98
XP_010941286.1	8.392	18.17057	3305.387
XP_019708439.1	6.623	114.23044	172.0115
XP_010938373.1	7.668	22.27312	95.12666
XP_010928493.1	9.416	47.29377	266.6728
XP_010911007.1	3.745	28.95895	75.20436
XP_010921185.1	4.496	14.76068	58.27203
XP_010926344.1	8.722	39.96859	123.6931
XP_010943392.1	10.793	13.18456	76.636
XP_010931684.1	8.667	21.46726	109.2663
XP_010922677.1	7.289	52.20201	243.0513
XP_010907553.1	6.492	24.30464	111.9192
XP_010910532.1	8.256	23.27131	97.51427
XP_010916508.1	4.728	50.34165	71.61234
XP_010943204.1	10.837	31.12934	88.96523
XP_010931260.1	9.247	39.0688	54.62905
XP_010928158.1	4.88	80.39147	348.973
XP_010930651.1	10.556	12.11126	68.07359
XP_010930427.1	5.772	22.73077	146.3526
XP_010938625.1	4.305	23.03254	227.509
XP_010912696.1	9.208	31.85303	50.60018
XP_010910729.1	4.89	18.67469	2744.322
XP_010930308.1	6.901	49.87732	96.54914
XP_010916561.1	5.813	47.3458	244.0125
XP_010912501.1	9.22	51.5986	195.0967
XP_010931581.1	5.331	23.21442	156.5747
XP_010925657.1	5.699	36.55582	72.3346
XP_010915249.1	5.296	47.06179	67.8181
XP_010937317.1	4.782	14.39876	120.7588
XP_010927676.1	5.014	11.67608	308.4912
XP_019707261.1	6.352	22.4076	592.0172
XP_010938334.1	9.174	37.76122	147.7139
XP_010926935.1	6.379	44.52516	52.09228
XP_010911804.1	4.879	17.2165	323.7626
XP_010917059.1	6.534	49.84736	379.9123
XP_010929300.1	7.631	29.37083	90.78918
XP_010932577.1	9.398	14.91787	60.78553
XP_010914387.1	6.017	33.93115	82.94543
XP_019704194.1	5.598	38.42312	52.67103
XP_010908006.1	4.251	10.1437	109.211
XP_010927213.1	5.289	46.93366	79.6616
XP_010924276.1	9.382	57.88102	61.05383
XP_010927813.1	7.622	80.68184	128.412
XP_010918031.1	10.517	10.15395	150.5406
XP_010925419.1	7.232	30.05289	634.6796
XP_010923772.1	4.654	49.80916	295.0249
XP_010934579.1	9.489	77.84458	121.4399
XP_010922643.1	9.183	24.48037	116.8293
XP_010932241.1	10.688	15.03079	142.1086
XP_010913188.1	4.184	15.37238	60.22697
XP_010905548.1	9.771	10.27261	602.0598
XP_010943295.1	5.153	37.30903	53.94101
XP_010937955.1	8.832	12.18007	757.7816
XP_010925962.1	4.872	16.3765	1476.978
XP_010931600.1	4.855	54.78222	73.07887
XP_010922535.1	9.984	26.3565	62.20302
XP_019708632.1	4.999	30.77429	211.0117
XP_010933269.1	5.64	18.95251	133.1371
XP_010918429.1	5.483	36.31223	85.89242
XP_010929760.1	5.004	32.56089	79.56653
XP_010937875.1	4.85	14.77375	392.439
XP_010905515.1	8.465	62.71657	107.7917
XP_010915492.1	7.438	31.33414	161.0126
XP_010909621.1	6.207	20.4435	65.17547
XP_010925091.1	6.169	54.68392	130.784
XP_010906224.2	7.11	18.95368	665.0227
XP_010919290.2	8.223	34.01704	88.84769
XP_010938994.1	8.284	22.07604	75.13238
XP_010909150.1	9.823	30.40282	72.29772
XP_019706403.1	11.166	30.56129	98.24824
XP_010908260.1	7.138	61.88947	123.8415
XP_010921344.1	6.258	72.5561	187.23
XP_010939771.1	6.034	34.26805	77.26813
XP_010937631.1	4.999	7.92397	585.5573
XP_010926698.1	6.875	22.44352	79.93364
XP_010905165.1	10.876	15.68659	227.3674
XP_010926559.1	4.5	21.75151	91.62128
XP_010938842.1	6.691	75.42135	56.14554
XP_010929677.1	4.602	26.47285	54.16768
XP_010923799.1	6.225	25.28047	337.9812
XP_010920605.1	11.797	12.43788	121.1498
XP_019701633.1	7.486	30.18687	172.7066
XP_019709342.1	5.185	54.01845	65.56502
XP_010933131.1	10.513	32.13258	134.5508
XP_010936101.1	6.337	43.40257	187.9133
XP_010929900.1	9.887	15.36438	882.5646
XP_010927984.1	8.275	19.61814	136.1236
XP_010934289.1	5.638	45.18627	106.8252
XP_010916166.1	4.665	29.43618	515.7024
XP_010923895.1	6.415	22.79913	132.6018
XP_019707490.1	4.832	74.42425	55.61164
XP_010922410.1	4.873	41.67661	53.14177
XP_010921020.1	9.227	18.9637	54.77856
XP_010929142.1	9.335	54.38829	56.05982
XP_010928558.1	5.933	52.528	99.36734
XP_010923622.1	4.853	5.90193	392.1904
XP_010917263.1	5.185	39.28848	55.67762
XP_010906563.1	9.772	17.56473	58.75862
XP_010934412.2	8.585	24.13857	296.2229
XP_019704524.1	9.01	65.3381	128.0143
XP_010905309.1	9.45	22.38822	106.0353
XP_010925224.1	6.522	47.91983	143.625
XP_010943086.1	7.494	9.77325	56.61276
XP_010939822.1	5.962	76.8135	153.3667
XP_010941330.1	4.453	18.3638	224.9191
XP_010919351.1	5.379	23.38232	597.296
XP_010937983.1	5.073	23.54229	61.94972
XP_010905823.1	10.708	15.33611	144.6079
XP_010923626.1	9.171	9.64292	100.6747
XP_010924420.1	9.781	15.44982	304.1866
XP_010924394.1	8.347	19.20758	176.8115
XP_010926197.1	5.058	52.47246	145.3227
XP_010942742.1	4.908	16.63817	76.41813
XP_010928644.1	5.127	40.6292	177.3682
XP_010933587.1	5.924	18.03552	96.33622
XP_010943538.2	6.706	38.13761	60.94365
XP_010924682.1	8.222	12.72231	72.86666
XP_010932103.1	9.246	10.35906	126.4303
XP_010924025.2	8.064	42.51546	68.3476
XP_010939549.1	6.003	21.13629	62.88854
XP_010919234.1	4.836	41.44862	120.2139
XP_010905373.1	4.577	50.51788	74.71099
XP_010924338.1	4.904	46.32182	218.5111
XP_010906454.1	6.208	17.19479	76.76863
XP_010911244.1	8.514	17.06927	59.08016
XP_010922375.1	6.31	58.22679	56.88709
XP_010935596.1	7.784	55.39176	71.20649
XP_010916441.1	7.867	17.12864	93.39949
XP_010925743.1	4.933	19.90902	94.77698
XP_010921913.1	6.515	44.07581	236.5436
XP_010911166.1	4.818	28.30434	105.978
XP_010906503.1	6.658	19.07633	107.2664
XP_019701724.1	7.42	51.33767	82.13402
XP_010920944.1	5.531	27.32106	187.9245
XP_019707758.1	7.678	7.55798	61.99327
XP_010940629.1	4.975	89.80982	61.91954
XP_010936902.1	9.535	23.62173	138.0375
XP_019706600.1	10.878	18.74685	149.8366
XP_010905551.1	10.349	9.57306	351.815
XP_010917030.1	4.066	29.94062	114.7688
XP_010913659.1	11.677	11.40938	908.3515
XP_010912670.1	5.725	25.07435	86.60988
XP_010925446.1	9.99	8.06855	171.4163
XP_010941975.1	10.039	12.04571	103.2212
XP_010924166.1	6.315	35.29689	68.00431
XP_010907826.1	10.538	29.90007	52.4169
XP_010909063.1	4.604	50.28462	60.12206
XP_010942586.1	5.695	46.77848	53.69221
XP_010911019.1	5.459	45.86679	100.3864
XP_010913007.1	6.429	70.88615	54.74634
XP_010938535.1	7.397	59.31128	52.24987
XP_010909399.1	9.581	21.77464	84.71762
XP_010924253.1	4.968	29.30102	63.67096
XP_010905473.2	8.788	60.08432	89.20201
XP_010938997.1	10.172	17.76226	110.285
XP_010932654.1	5.63	17.32853	51.66276
XP_010913723.1	10.369	28.56872	133.4957
XP_010914512.1	5.21	58.55376	96.9254
XP_010906543.1	8.347	38.09866	125.3929
XP_010912318.1	5.444	12.40471	106.6085
XP_010919962.1	5.742	33.69438	52.21981
XP_010929807.1	4.708	38.69103	263.4237
XP_010938787.1	10.36	35.43532	56.36941
XP_010916258.1	6.244	58.18542	91.38369
XP_010927477.1	10.728	17.40151	117.6019
XP_010934337.1	8.125	8.60394	803.9857
XP_010936260.1	4.612	25.13075	173.1884
XP_010932333.1	4.565	55.996	52.17063
XP_019710342.1	9.696	21.46735	137.769
XP_010918806.1	8.639	58.20186	74.93804
XP_010915202.1	5.988	94.15953	62.32003
XP_010906187.1	7.911	21.22448	1944.946
XP_019711195.1	9.471	26.84247	58.9165
XP_010932610.1	6.981	80.11064	63.34781
XP_019709346.1	4.987	82.55804	60.48131
XP_010914719.1	4.734	33.68067	825.6462
XP_010941506.1	5.002	12.31013	965.904
XP_010926757.2	5.998	12.41187	538.6526
XP_010904781.1	9.413	65.09167	234.5059
XP_010935362.1	9.566	120.38567	95.53841
XP_010914272.1	6.772	15.15042	117.4601
XP_019706271.1	4.937	71.06036	119.7543
XP_010931983.1	9.656	39.56963	105.4746
XP_010906948.1	9.081	44.64552	109.3191
XP_010917485.2	11.738	16.87599	137.6395
XP_010934376.2	9.691	83.86207	226.0672
XP_019709955.1	6.309	43.16673	83.12785
XP_010927874.1	5.324	35.65695	56.06213
XP_010910192.1	7.005	68.54656	65.14546
XP_010937277.1	6.201	92.88524	371.2388
XP_010916716.1	4.639	27.06308	86.60354
XP_010906001.1	5.41	40.84785	102.8284
XP_010907720.1	9.48	22.87529	69.88875
XP_010923188.1	7.223	16.8218	55.00377
XP_019701666.1	8.513	105.93646	54.33641
XP_010910358.1	4.997	33.60522	102.2561
XP_010913424.1	7.572	43.91311	90.35756
XP_010919095.1	6.366	70.34292	58.14373
XP_010943510.1	8.2	44.33885	124.408
XP_010922545.1	8.444	29.07948	152.5276
XP_010939957.1	4.743	27.51855	183.4236
XP_010935002.1	6.626	16.84311	56.27241
XP_010924473.1	5.193	33.63845	97.80344
XP_010904896.1	6.47	87.68492	68.47027
XP_010922696.1	4.741	24.31995	81.33269
XP_010905109.1	6.143	21.02304	668.4382
XP_010913582.1	4.822	31.78792	181.959
XP_010933270.1	9.024	67.99268	70.5429
XP_010925494.1	6.475	40.65855	257.3739
XP_010910365.1	9.759	46.96038	53.07547
XP_010941487.1	5.471	46.53685	537.4983
XP_010917203.1	5.707	23.737	98.50686
XP_010934310.1	6.353	22.36385	320.2368
XP_010913630.1	9.531	41.65075	67.288
XP_010908845.1	11.816	10.86737	317.0017
XP_010921872.1	5.693	48.98752	55.29158
XP_010919906.1	4.982	46.15972	53.05857
XP_010919070.1	9.989	21.37589	95.75711
XP_019710118.1	4.875	41.4012	174.6123
XP_010929516.1	4.571	58.07109	205.6792
XP_010921620.1	9.274	30.23622	104.3924
XP_010919815.1	8.235	60.3815	475.7188
XP_010926172.1	8.613	29.84552	149.6542
XP_010933144.1	4.803	34.14597	52.56951
XP_010938952.1	6.899	27.28092	76.73383
XP_010931125.1	10.362	10.65232	121.5327
XP_010935865.1	6.172	26.04125	69.19636
XP_010906326.1	6.429	39.58148	64.60997
XP_010907029.1	6.066	54.07906	106.2169
XP_010904991.1	10.879	17.87807	114.3291
XP_010905237.1	9.712	56.04931	61.29101
XP_010904711.1	6.218	22.41868	58.90158
XP_010914157.1	11.519	25.51598	139.8249
XP_010916353.1	6.451	38.05552	64.12286
XP_010924125.1	6.296	14.77668	271.8011
XP_010936446.2	8.671	61.57393	262.0291
XP_010941064.1	7.759	34.2752	63.82675
XP_010918908.1	7.817	32.75755	520.4271
XP_019704329.1	5.548	38.2647	51.05293
XP_010927311.1	4.676	23.90871	140.1416
XP_010941952.1	10.345	19.86058	252.7232
XP_010942482.1	5.089	19.71338	67.48858
XP_010906134.1	4.968	21.96738	78.03532
XP_010938931.1	4.519	22.03427	147.9186
XP_010937030.1	4.655	60.23722	79.23061
XP_010929298.1	8.861	30.62054	57.13209
XP_010942597.1	8.999	14.25139	120.8671
XP_010907875.1	7.336	25.47277	62.70839
XP_010915120.1	8.501	32.86073	118.2854
XP_010940382.1	9.068	27.81951	153.4547
XP_010913457.1	6.35	45.91855	401.8115
XP_010919764.1	10.368	21.00788	76.06098
XP_010940650.1	8.064	48.58466	184.5182
XP_010921672.1	7.146	148.93352	163.6069
XP_010925745.1	6.531	23.17828	187.0689
XP_010934098.1	7.503	34.94958	126.7
XP_010914962.1	9.503	47.36246	74.36825
XP_010939815.2	8.685	57.66442	73.86718
XP_010933932.1	6.522	40.79064	50.49344
XP_010914475.1	5.625	37.02687	60.15123
XP_010923478.1	6.307	27.51551	104.0208
XP_019709974.1	4.994	15.9687	119.0127
XP_019709225.1	11.421	16.00501	239.1067
XP_010911102.1	5.492	16.60199	372.2424
XP_010921290.1	6.519	30.02015	1508.269
XP_010905944.1	3.408	17.52725	90.91301
XP_010938958.1	6.475	31.00352	63.41106
XP_010920402.1	4.47	60.52688	114.1273
XP_010915849.1	8.672	17.76662	61.50391
XP_010904861.1	9.451	30.06117	5935.266
NP_001306841.1	4.667	29.50531	91.80493
XP_010909929.1	4.603	50.19445	92.58181
XP_010938191.1	8.36	20.97763	242.5376
XP_019707098.1	11.084	25.48971	1118.296
XP_010942824.1	8.11	37.80346	71.38667
XP_010942731.1	11.177	14.59026	323.3048
XP_010940221.1	7.224	46.69441	123.2029
XP_010940257.1	7.203	25.0161	54.51557
XP_010939506.1	9.167	60.07902	91.00404
XP_010935682.1	6.579	34.25497	59.03105
XP_019710615.1	6.689	24.96101	83.76787
XP_010915651.1	10.519	8.8873	219.9009
XP_010905661.1	6.359	33.12659	237.5338
XP_010941252.1	7.958	17.75054	427.028
XP_010930215.1	5.345	47.47598	54.04291
NP_001290534.1	9.135	30.65083	765.3736
XP_019706050.1	5.087	23.3937	79.04227
XP_010935544.1	8.336	95.8726	352.2179
XP_010937963.1	8.571	47.47448	74.87136
XP_010941107.1	5.145	41.64568	133.8328
XP_010915910.1	7.021	14.52169	90.27582
XP_010905197.1	5.204	48.08118	61.00054
XP_010922461.1	9.695	102.17418	86.17631
XP_010930963.1	8.457	12.60239	224.662
XP_010940632.1	6.182	68.4101	75.42516
XP_010925905.1	6.45	34.30263	201.5656
XP_010908912.1	6.044	42.76359	317.7126
XP_010933482.1	5.486	23.05884	1328.782
XP_019708216.1	9.979	7.41649	135.6135
XP_010909005.1	8.973	25.81671	98.99591
XP_010914993.1	6.914	34.90157	121.941
XP_010911371.2	6.093	28.49333	104.7976
XP_019707195.1	11.181	43.33187	55.26348
XP_010928861.1	8.238	18.14777	66.91871
XP_019707308.1	4.901	25.74564	70.35616
XP_010908319.1	10.07	40.39364	148.9573
XP_010912181.1	6.194	78.81775	62.2606
XP_010912299.1	10.913	11.959	455.912
XP_010942321.1	9.361	104.46968	64.75865
XP_019706664.1	6.011	14.15644	175.9605
XP_010939626.1	6.474	38.76323	70.2564
XP_010923950.1	5.506	58.62119	138.472
XP_010942706.1	6.851	32.74934	76.25246
XP_010913620.1	10.215	10.31023	167.1266
XP_010931649.1	6.955	17.6854	55.02952
XP_010914673.1	6.639	20.69375	391.7381
XP_010943810.1	8.194	18.17969	114.3749
XP_010904904.1	6.024	38.50956	51.46919
XP_010934574.1	6.372	25.83859	105.1074
XP_010921453.2	7.252	66.07574	78.58845
XP_010920182.1	10.486	19.58801	90.05047
XP_010940334.1	8.42	77.3176	102.4383
XP_010922352.1	4.265	20.3334	118.2121
XP_010914538.1	5.238	37.35535	249.4592
XP_010924264.1	10.837	15.73051	80.75777
XP_010924355.1	5.544	31.91359	140.2235
XP_010909406.1	9.024	23.42141	149.9523
XP_010940307.1	10.63	17.44373	107.0135
XP_010910012.1	4.851	24.86046	72.57237
XP_010939707.1	8.084	43.0229	51.97845
XP_010931445.1	4.902	36.59271	58.49284
XP_010943089.1	8.948	10.7793	72.67495
XP_010940635.1	9.978	21.33307	54.14494
XP_010905443.1	5.858	55.77034	62.3233
XP_010915393.1	10.945	15.71656	117.5591
XP_010923818.1	10.878	18.74685	180.3414
XP_019704799.1	6.09	18.78417	51.92798
XP_010931534.1	6.327	35.45339	205.9163
XP_010931139.1	9.276	59.07719	665.6883
XP_010907714.1	5.978	46.42046	217.1525
XP_010913095.1	5.777	53.11216	69.45324
XP_010926438.1	5.339	49.00247	117.4515
XP_010933918.1	5.085	24.64694	64.82848
XP_010906341.1	9.473	22.06995	60.41251
XP_010907323.1	9.159	64.57532	410.9698
XP_010927826.1	6.079	15.3944	281.7568
XP_010923367.1	9.873	15.16357	83.57138
XP_019710740.1	8.795	7.91498	172.3598
XP_010926805.1	5.457	49.68458	55.84955
XP_019703141.1	7.157	23.34932	58.87946
XP_010907335.1	8.079	42.52757	324.5677
XP_019709701.1	4.759	143.13879	95.13436
XP_010924795.1	3.667	28.77765	191.1937
XP_010925078.1	7.806	17.76914	198.7257
XP_019706413.1	8.317	45.89223	52.68576
XP_010941802.1	6.101	32.736	76.91932
XP_010937538.1	8.049	26.39416	75.58733
XP_010936463.1	8.481	12.25779	204.9479
XP_010935090.1	6.933	20.08569	119.1079
XP_010933259.1	9.573	23.2279	210.1338
XP_010915925.1	4.836	20.90559	67.9649
XP_010931548.1	5.133	22.95734	610.4301
XP_010910557.1	6.133	41.05929	987.8108
XP_019706063.1	9.425	15.28379	55.82892
XP_010924103.1	7.71	34.15284	72.56809
XP_010932091.1	5.445	47.81217	56.70484
XP_010934067.2	5.818	25.46884	184.2204
XP_010906920.1	7.945	22.25896	50.53253
XP_010933521.1	4.987	82.55804	70.59527
XP_010908601.1	6.605	65.32762	123.3421
XP_010943634.1	5.381	10.18849	56.11333
XP_010934178.1	8.073	68.68607	363.0417
XP_010916693.1	5.206	67.48752	63.39312
XP_010908989.1	5.049	76.58327	95.75611
XP_010915678.1	5.576	41.91526	76.75562
XP_010915070.1	5.092	19.79036	164.7169
XP_010904780.1	6.175	33.06154	73.05667
XP_010935472.1	10.63	17.35164	93.43936
XP_010910703.2	5.025	15.40787	60.29803
XP_010938838.1	4.623	29.30644	87.15147
XP_010911571.1	4.557	15.15511	481.8546
XP_010918293.1	5.792	45.31259	58.79809
XP_019711055.1	5.103	28.54175	58.70718
XP_019701337.1	5.652	31.4609	192.9907
XP_010918616.1	8.569	19.14614	74.81915
XP_010913741.1	3.908	9.40555	52.68867
XP_010912705.1	7.347	8.33264	58.56052
XP_010904866.1	6.281	13.10873	62.03735
XP_010917973.1	5.386	41.14256	86.50612
XP_010919654.1	6.721	36.7542	62.29249
XP_010938753.1	8.039	36.10246	80.97445
XP_010926802.1	10.72	29.35713	303.4932
XP_010926141.1	8.282	77.89013	129.7752
XP_010919006.1	7.779	37.26683	55.35196
XP_010913236.1	6.757	64.12723	52.35819
XP_010908798.1	4.679	20.71254	64.59783
XP_010911739.2	6.584	36.67087	68.35153
XP_010938431.1	6.269	23.65128	1033.825
XP_010943712.1	8.771	56.07379	72.02261
XP_010914148.1	4.27	9.67907	66.14331
XP_010907397.2	9.168	47.18536	138.2423
XP_010933636.1	11.686	24.25226	594.2816
XP_019704532.1	5.612	31.53086	75.8928
XP_010930967.1	9.3	40.59517	75.2212
XP_010906042.2	9.964	46.12343	163.8402
XP_010943554.1	8.066	50.99998	52.6746
XP_010908206.1	4.45	20.06523	70.65889
XP_010924599.1	9.508	42.21997	64.16421
XP_010919339.1	5.168	15.11423	80.20027
XP_010936009.1	7.033	27.58862	435.5042
XP_010940385.1	7.021	55.46279	68.54669
XP_010914059.1	8.32	30.19607	76.12434
XP_010911124.1	9.013	32.78346	107.0012
XP_010925693.1	8.002	39.57988	174.6759
XP_010915378.1	5.625	108.83952	61.028
XP_010918864.1	9.858	32.43147	89.07226
XP_010929502.1	7.393	19.28284	53.39268
XP_010917723.1	5.41	34.21593	281.4483
XP_010937543.1	5.986	31.09965	109.094
XP_010928277.1	6.46	32.73606	52.7803
XP_010933935.1	10.922	23.72741	116.9855
XP_010915954.1	6.149	73.44501	334.563
XP_010935822.1	6.465	24.15134	85.84618
XP_010919749.1	6.958	17.27705	533.7987
XP_010907928.1	5.232	48.0917	90.12535
XP_010929607.1	9.146	27.73241	140.4608
XP_010933419.1	8.212	66.86763	51.79459
XP_010923159.1	5.849	17.63186	69.47308
XP_010933106.1	9.336	31.16019	124.8997
XP_010920312.1	7.92	46.96186	68.72892
XP_019703477.1	9.78	92.91596	98.67533
XP_010922709.1	8.98	50.62344	106.0463
XP_010911972.1	7.146	22.88197	83.11309
XP_010935841.1	6.54	44.48577	203.7887
XP_010917265.1	4.839	36.07916	74.60786
XP_010906861.1	6.294	73.68741	72.3929
XP_010943127.1	5.693	34.72657	759.7523
XP_010930994.1	5.232	41.62464	73.98101
XP_010937081.1	6.249	18.22813	84.77869
XP_010943053.1	9.803	13.42166	65.43724
XP_010932149.2	7.904	60.28459	103.4527
XP_010923197.1	9.445	61.67224	59.72632
XP_010910118.1	4.422	47.29821	157.714
XP_010910370.1	10.857	15.68153	127.656
XP_010907667.1	10.282	16.21372	177.0751
XP_010925031.1	5.484	32.90324	138.5025
XP_010932494.1	8.406	17.29586	153.6144
XP_010937117.1	9.054	59.94757	156.845
XP_010922426.1	5.465	50.33394	64.236
XP_010934565.1	5.991	99.21224	463.6787
XP_010912365.1	11.214	16.92526	881.0762
XP_010925599.1	5.268	24.00898	57.84512
XP_010922450.1	11.007	35.49076	113.3112
XP_010924580.1	7.078	52.18237	62.27142
XP_010935123.1	4.453	18.30669	184.1794
XP_010907500.1	6.758	34.88935	713.3535
XP_010927200.1	3.99	12.12224	209.6782
XP_010931133.1	5.813	31.38856	74.18691
XP_019702101.1	6.067	44.59423	250.6261
XP_010904819.1	6.312	23.71834	9584.184
XP_010931677.1	6.119	16.96642	80.18002
XP_010941709.1	11.375	11.23436	71.00404
XP_010920760.1	9.982	17.21921	53.93633
XP_010910124.1	5.931	38.95754	609.859
XP_019703290.1	4.64	34.59451	832.8189
XP_010926275.1	7.338	35.85459	115.0282
XP_010907564.1	5.479	41.96025	148.3949
XP_010931250.1	11.797	12.535	117.176
XP_010943039.1	4.245	20.79973	83.62048
XP_010928908.1	7.135	16.6471	84.09061
XP_010921641.1	5.56	19.51161	65.20344
XP_010943685.1	5.014	70.77767	55.78686
XP_010943437.1	8.099	18.29227	220.6808
XP_010935238.1	5.357	39.44751	59.32831
XP_010924431.1	8.197	31.06695	53.09123
XP_010937468.1	10.442	43.84815	217.5439
XP_010908156.1	9.64	14.81275	252.9642
XP_019710017.1	4.626	57.95461	72.36767
XP_010934044.1	10.297	16.15375	1482.27
XP_010914472.1	9.065	13.97456	146.8634
XP_010942328.1	4.449	58.15304	66.00444
XP_010920461.1	10.16	12.10519	86.74302
XP_019708220.1	4.813	22.45696	124.3602
XP_010911724.1	5.142	21.70654	56.32635
XP_010937326.1	6.809	16.64186	71.91252
XP_010943072.1	7.034	43.60059	56.67648
XP_010920094.1	6.311	39.05477	52.23437
XP_010929635.1	6.617	28.23194	177.1215
XP_010911576.1	4.975	22.66319	55.43594
XP_010919796.1	5.713	38.83858	134.8243
XP_010929657.1	6.448	101.81863	116.0806
XP_010936331.1	10.502	16.24476	110.3862
XP_019706718.1	12.121	6.98521	211.9619
XP_010911756.2	4.843	27.8999	203.8772
XP_010928870.1	9.71	28.19993	127.5928
XP_010909721.1	6.349	26.89305	100.1211
XP_010910090.1	9.825	17.79598	76.37857
XP_010931360.1	8.323	9.66414	340.9128
XP_010926263.1	4.163	70.11902	162.0847
XP_010911012.2	7.205	40.88422	96.73686
XP_010935295.1	8.316	30.79434	58.02159
XP_010929913.1	6.77	13.71033	130.6334
XP_010943291.1	7.464	40.59833	126.6533
XP_010922124.1	5.864	27.26016	109.8948
XP_010911672.1	4.755	25.55945	56.43074
XP_010926495.1	6.999	37.57791	80.70163
XP_010930160.1	5.853	16.77638	146.3877
XP_010933359.1	9.724	52.83041	51.38115
XP_010941046.1	6.414	80.5395	82.97949
XP_010919364.1	8.579	30.73458	101.966
XP_010926209.1	5.058	52.47246	150.2174
XP_010937574.1	5.137	74.47304	149.9439
XP_010924914.1	9.222	35.16065	618.9159
XP_019710790.1	5.817	26.19661	592.6651
XP_010911552.2	9.947	30.66739	74.22578
XP_010910083.1	6.313	61.45248	58.67966
XP_019703062.1	4.352	20.43767	1436.059
XP_010940031.1	9.788	27.79114	138.3708
XP_019710370.1	4.956	25.61336	225.6648
XP_010906869.1	5.906	59.40509	55.50018
XP_010932277.1	10.042	24.68116	82.57525
XP_010927857.1	4.98	32.6686	55.10621
XP_010927580.1	7.49	38.60118	265.3491
XP_010911793.1	8.632	18.83945	115.2553
XP_010916040.1	7.872	83.64692	52.58122
XP_010931000.1	8.916	20.84535	73.89677
XP_010931880.1	6.102	21.6838	125.1627
XP_019707679.1	5.592	48.06852	66.27013
XP_010926922.2	7.863	61.98584	78.49856
XP_010942736.1	4.234	48.99828	82.5858
XP_010906338.1	5.859	23.86336	284.9692
XP_010910668.1	4.61	16.4738	472.8773
XP_010920306.1	5.739	22.99079	107.0952
XP_010939309.1	5.804	107.2895	91.44029
XP_010912530.1	9.245	15.01676	72.20701
XP_010917775.1	9.283	21.93612	80.56418
XP_010916904.1	5.877	9.10807	296.7234
XP_010920529.1	6.173	36.5177	56.51278
XP_010910389.1	6.819	23.8052	71.56587
XP_010918217.1	8.968	14.58292	166.1825
XP_010940186.2	6.148	64.6496	113.188
XP_010914261.1	8.869	79.87544	89.66251
XP_010933462.1	5.469	73.02155	94.64742
XP_010926339.1	7.146	11.1205	112.7387
XP_010921005.1	6.266	64.53038	62.46154
XP_010932282.1	8.658	32.46055	101.9684
XP_010914386.1	8.294	33.60943	189.7336
XP_019709780.1	5.609	96.31054	81.18803
XP_010909034.2	8.185	46.05269	140.7314
XP_010933580.1	5.638	16.51598	320.8803
XP_010925517.1	4.635	19.33688	89.21374
XP_010906537.1	6.112	30.51515	98.8562
XP_010928413.1	4.735	35.46754	128.4341
XP_010912410.1	7.145	22.74381	60.45582
XP_010930630.1	7.159	54.98568	255.9905
XP_010925637.2	5.397	245.01257	110.3135
XP_010924333.1	4.633	20.64353	62.30661
XP_010938137.1	6.491	29.35734	182.7605
XP_010925919.1	7.518	96.37791	106.6496
XP_010904533.1	9.743	65.73257	84.04322
XP_010934180.1	9.112	42.62028	319.0121
XP_019704552.1	10.24	13.66859	61.48747
XP_010918555.1	8.969	27.187	768.2148
XP_010911544.2	8.975	30.3908	1112.802
XP_010937395.1	5.284	32.48935	109.2787
XP_019707389.1	9.458	24.45194	713.9587
XP_010904563.1	6.828	22.06904	61.26086
XP_010911098.2	6.11	45.76634	98.13279
XP_010918620.1	9.222	39.49045	218.6627
XP_010941130.1	6.93	37.98359	63.26449
XP_010932902.1	10.053	14.88027	54.74795
XP_010935843.2	8.412	26.63562	56.93245
XP_010939732.1	7.814	36.93233	93.59195
XP_010935625.1	5.026	67.23123	61.82347
XP_019706699.1	5.397	30.53495	73.72149
NP_001306847.1	9.37	30.09847	300.7627
XP_010916152.1	10.066	10.38457	493.6689
XP_010917795.1	10.158	49.05307	145.6734
XP_010922979.1	9.323	29.10206	117.7077
XP_010921685.1	6.462	18.75556	120.8009
XP_010920228.1	11.311	28.24853	53.36553
XP_010923320.2	5.818	24.88515	110.454
XP_010911651.1	4.611	27.90586	135.3503
XP_010939848.1	6.55	56.21406	84.84074
XP_019703936.1	8.536	43.73677	73.74116
XP_010912565.1	6.602	48.24255	53.03964
XP_010925060.1	5.044	31.59907	493.8166
XP_010933921.1	8.535	41.21106	281.0166
XP_019701912.1	7.959	15.421	61.01987
XP_010934866.1	6.025	35.04786	188.9414
XP_010941241.1	6.35	71.76337	60.1803
XP_010914053.1	9.725	38.5207	54.24856
XP_010915560.1	7.259	17.76337	203.8783
XP_010918213.1	4.847	26.67355	66.49583
XP_010907328.1	8.439	13.52743	75.70044
XP_010933756.1	8.19	58.71306	97.3888
XP_019702894.1	10.652	23.87837	58.94706
XP_010915620.2	8.336	45.05526	57.2157
XP_010943012.1	5.655	34.56151	184.9412
